id,Details,NDVI_TAMU,NDVI_WSU,Yield
22,Metribuzin_Trial_Spray,0.963743567,0.718111214,98.656
23,Metribuzin_Trial_Spray,0.940453625,0.594007362,90.368
24,Metribuzin_Trial_Spray,0.961941844,0.719297386,106.336
25,Metribuzin_Trial_Spray,0.949160376,0.64062898,79.904
26,Metribuzin_Trial_Spray,0.962909195,0.716215063,84.832
27,Metribuzin_Trial_Spray,0.963580899,0.720151626,85.12
28,Metribuzin_Trial_Spray,0.964890448,0.743253483,87.008
29,Metribuzin_Trial_Spray,0.948291429,0.629122198,79.168
30,Metribuzin_Trial_Spray,0.967396358,0.749894486,71.04
31,Metribuzin_Trial_Spray,0.959960355,0.712101724,79.328
32,Metribuzin_Trial_Spray,0.960165939,0.695105731,87.744
33,Metribuzin_Trial_Spray,0.958427116,0.694894974,91.232
34,Metribuzin_Trial_Spray,0.962747679,0.720723563,93.568
35,Metribuzin_Trial_Spray,0.964782271,0.739604661,97.184
36,Metribuzin_Trial_Spray,0.957792415,0.699993518,90.496
